imagePath,assetName,id,key,itemName,description,material1Key,material2Key,showInRecipeCraft
Assets/_Project/Art/UI/Items/Food/PostCraft/item_food_banana_white-rice.png,BananaWhiteRice,3118,banana_white_rice,バナナと白米,,banana,white_rice,false
Assets/_Project/Art/UI/Items/Food/PostCraft/item_food_brown-rice-cream-cookie_coffee.png,BrownRiceCreamCookieCoffee,3119,brown_rice_cream_cookie_coffee,クリーム玄米クッキーとコーヒー,,brown_rice_cream_cookie,coffee,false
Assets/_Project/Art/UI/Items/Food/PostCraft/item_food_brown-rice-cream-cookie_grapes.png,BrownRiceCreamCookieGrapes,3120,brown_rice_cream_cookie_grapes,クリーム玄米クッキーとぶどう,,brown_rice_cream_cookie,grapes,false
Assets/_Project/Art/UI/Items/Food/PostCraft/item_food_brown-rice-cream-cookie_miso-soup.png,BrownRiceCreamCookieMisoSoup,3121,brown_rice_cream_cookie_miso_soup,クリーム玄米クッキーと味噌汁,,brown_rice_cream_cookie,miso_soup,false
Assets/_Project/Art/UI/Items/Food/PostCraft/item_food_brown-rice-cream-cookie_orange-juice.png,BrownRiceCreamCookieOrangeJuice,3122,brown_rice_cream_cookie_orange_juice,クリーム玄米クッキーとみかんジュース,,brown_rice_cream_cookie,orange_juice,false
Assets/_Project/Art/UI/Items/Food/PostCraft/item_food_brown-rice-cream-cookie_peach.png,BrownRiceCreamCookiePeach,3123,brown_rice_cream_cookie_peach,クリーム玄米クッキーと桃,,brown_rice_cream_cookie,peach,false
Assets/_Project/Art/UI/Items/Food/PostCraft/item_food_brown-rice-cream-cookie_strawberry-jelly.png,BrownRiceCreamCookieStrawberryJelly,3124,brown_rice_cream_cookie_strawberry_jelly,クリーム玄米クッキーといちごゼリー,,brown_rice_cream_cookie,strawberry_jelly,false
Assets/_Project/Art/UI/Items/Food/PostCraft/item_food_brown-rice-cream-cookie_white-rice.png,BrownRiceCreamCookieWhiteRice,3125,brown_rice_cream_cookie_white_rice,クリーム玄米クッキーと白米,,brown_rice_cream_cookie,white_rice,false
Assets/_Project/Art/UI/Items/Food/PostCraft/item_food_coffee_grapes.png,CoffeeGrapes,3126,coffee_grapes,コーヒーとぶどう,,coffee,grapes,false
Assets/_Project/Art/UI/Items/Food/PostCraft/item_food_coffee_miso-soup.png,CoffeeMisoSoup,3127,coffee_miso_soup,コーヒーと味噌汁,,coffee,miso_soup,false
Assets/_Project/Art/UI/Items/Food/PostCraft/item_food_coffee_orange-juice.png,CoffeeOrangeJuice,3128,coffee_orange_juice,コーヒーとみかんジュース,,coffee,orange_juice,false
Assets/_Project/Art/UI/Items/Food/PostCraft/item_food_coffee_peach.png,CoffeePeach,3129,coffee_peach,コーヒーと桃,,coffee,peach,false
Assets/_Project/Art/UI/Items/Food/PostCraft/item_food_coffee_strawberry-jelly.png,CoffeeStrawberryJelly,3130,coffee_strawberry_jelly,コーヒーといちごゼリー,,coffee,strawberry_jelly,false
Assets/_Project/Art/UI/Items/Food/PostCraft/item_food_coffee_white-rice.png,CoffeeWhiteRice,3131,coffee_white_rice,コーヒーと白米,,coffee,white_rice,false
Assets/_Project/Art/UI/Items/Food/PostCraft/item_food_grapes_miso-soup.png,GrapesMisoSoup,3101,grapes_miso_soup,ぶどう味噌汁,,grapes,miso_soup,false
Assets/_Project/Art/UI/Items/Food/PostCraft/item_food_grapes_orange-juice.png,GrapesOrangeJuice,3132,grapes_orange_juice,ぶどうとみかんジュース,,grapes,orange_juice,false
Assets/_Project/Art/UI/Items/Food/PostCraft/item_food_grapes_peach.png,GrapesPeach,3133,grapes_peach,ぶどうと桃,,grapes,peach,false
Assets/_Project/Art/UI/Items/Food/PostCraft/item_food_grapes_strawberry-jelly.png,GrapesStrawberryJelly,3134,grapes_strawberry_jelly,ぶどうといちごゼリー,,grapes,strawberry_jelly,false
Assets/_Project/Art/UI/Items/Food/PostCraft/item_food_grapes_white-rice.png,GrapesWhiteRice,3135,grapes_white_rice,ぶどうと白米,,grapes,white_rice,false
Assets/_Project/Art/UI/Items/Food/PostCraft/item_food__miso-soup_orange-juice.png,MisoSoupOrangeJuice,3136,miso_soup_orange_juice,味噌汁とみかんジュース,,miso_soup,orange_juice,false
Assets/_Project/Art/UI/Items/Food/PostCraft/item_food_miso-soup_peach.png,MisoSoupPeach,3137,miso_soup_peach,味噌汁と桃,,miso_soup,peach,false
Assets/_Project/Art/UI/Items/Food/PostCraft/item_food_miso-soup_strawberry-jelly.png,MisoSoupStrawberryJelly,3138,miso_soup_strawberry_jelly,味噌汁といちごゼリー,,miso_soup,strawberry_jelly,false
Assets/_Project/Art/UI/Items/Food/PostCraft/item_food_miso-soup_white-rice.png,MisoSoupWhiteRice,3139,miso_soup_white_rice,味噌汁と白米,,miso_soup,white_rice,false
Assets/_Project/Art/UI/Items/Food/PostCraft/item_food_orange-juice_peach.png,OrangeJuicePeach,3140,orange_juice_peach,みかんジュースと桃,,orange_juice,peach,false
Assets/_Project/Art/UI/Items/Food/PostCraft/item_food_orange-juice_strawberry-jelly.png,OrangeJuiceStrawberryJelly,3141,orange_juice_strawberry_jelly,みかんジュースといちごゼリー,,orange_juice,strawberry_jelly,false
Assets/_Project/Art/UI/Items/Food/PostCraft/item_food_orange-juice_white-rice.png,OrangeJuiceWhiteRice,3142,orange_juice_white_rice,みかんジュースと白米,,orange_juice,white_rice,false
Assets/_Project/Art/UI/Items/Food/PostCraft/item_food_peach_strawberry-jelly.png,PeachStrawberryJelly,3143,peach_strawberry_jelly,桃といちごゼリー,,peach,strawberry_jelly,false
Assets/_Project/Art/UI/Items/Food/PostCraft/item_food_peach_white-rice.png,PeachWhiteRice,3144,peach_white_rice,桃と白米,,peach,white_rice,false
Assets/_Project/Art/UI/Items/Food/PostCraft/item_food_strawberry-jelly_white-rice.png,StrawberryJellyWhiteRice,3145,strawberry_jelly_white_rice,いちごゼリーと白米,,strawberry_jelly,white_rice,false
